Symbol,Name,LastSale,NetChange,Change,MarketCap,Volume,Sector,Industry,
MIC,Macquarie Infrastructure Holdings LLC Common Unit,$3.70,-0.01,-0.27%,327139515,357470,Transportation,Aerospace,
MIN,MFS Intermediate Income Trust Common Stock,$3.105,-0.025,-0.799%,360156787,534750,Finance,Trusts Except Educational Religious and Charitable,
MIR,Mirion Technologies Inc. Class A Common Stock,$7.62,0.04,0.528%,1585598800,779288,Technology,Industrial Machinery/Components,
MITT,AG Mortgage Investment Trust Inc. Common Stock,$8.96,0.16,1.818%,214281025,98390,Consumer Services,Real Estate Investment Trusts,
MITT^A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,$21.95,-0.2,-0.903%,,24197,,,
MITT^B,AG Mortgage Investment Trust Inc. Preferred Series B,$21.70,-0.1482,-0.678%,,19613,,,
MITT^C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,$21.90,-0.2381,-1.076%,,11407,,,
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,$13.09,0,0.00%,386279813,37425,Finance,Finance Companies,
MKC,McCormick & Company Incorporated Common Stock,$98.28,0.08,0.081%,26302739889,1154693,Consumer Non-Durables,Farming/Seeds/Milling,
MKFG,Markforged Holding Corporation Common Stock,$3.09,0.11,3.691%,574279834,1611974,Technology,Retail: Computer Software & Peripheral Equipment,
MKL,Markel Corporation Common Stock,$1372.79,17.28,1.275%,18679948894,113006,Finance,Property-Casualty Insurers,
ML,MoneyLion Inc. Class A Common Stock,$2.10,0.2,10.526%,481706138,1150204,Technology,Retail: Computer Software & Peripheral Equipment,
MLI,Mueller Industries Inc. Common Stock,$56.58,1.32,2.389%,3242140427,246996,Basic Industries,Metal Fabrications,
MLM,Martin Marietta Materials Inc. Common Stock,$380.47,4.88,1.299%,23739270799,324332,Capital Goods,Building Materials,
MLP,Maui Land & Pineapple Company Inc. Common Stock,$10.67,0.02,0.188%,207354922,2661,Finance,Real Estate,
MLR,Miller Industries Inc. Common Stock,$28.88,-0.25,-0.858%,329714758,27512,Capital Goods,Construction/Ag Equipment/Trucks,
MMC,Marsh & McLennan Companies Inc. Common Stock,$155.30,5.26,3.506%,78079502184,2105207,Finance,Specialty Insurers,
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,$18.78,-0.47,-2.442%,522539453,136761,Finance,Investment Managers,
MMM,3M Company Common Stock,$144.31,0.83,0.578%,82415441000,3337260,,,
MMP,Magellan Midstream Partners L.P. Limited Partnership,$47.01,-0.34,-0.718%,9984607247,1090516,Energy,Oil & Gas Production,
MMS,Maximus Inc. Common Stock,$73.40,-0.16,-0.218%,4545081920,498439,Miscellaneous,Business Services,
MMT,MFS Multimarket Income Trust Common Stock,$5.01,-0.04,-0.792%,302719420,153444,Finance,Trusts Except Educational Religious and Charitable,
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,$11.73,-0.07,-0.593%,508704892,51610,Finance,Investment Managers,
MN,Manning & Napier Inc. Class A Common Stock,$8.53,0.41,5.049%,157511176,89167,Finance,Investment Managers,
MNP,Western Asset Municipal Partners Fund Inc. Common Stock,$13.86,-0.05,-0.359%,134706213,7212,Finance,Trusts Except Educational Religious and Charitable,
MO,Altria Group Inc.,$51.54,1,1.979%,93661442376,8343595,Consumer Non-Durables,Farming/Seeds/Milling,
MOD,Modine Manufacturing Company Common Stock,$8.80,0.08,0.917%,456842285,186899,Capital Goods,Auto Parts:O.E.M.,
MODN,Model N Inc. Common Stock,$24.02,0.69,2.958%,875113430,124441,Technology,EDP Services,
MOH,Molina Healthcare Inc Common Stock,$327.77,19.07,6.178%,19141768000,559915,Health Care,Medical Specialities,
MOS,Mosaic Company (The) Common Stock,$58.43,0.33,0.568%,21520310938,10953152,Basic Industries,Agricultural Chemicals,
MOV,Movado Group Inc. Common Stock,$33.79,0.19,0.565%,774277069,278226,Consumer Non-Durables,Consumer Specialties,
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,$13.31,-0.11,-0.82%,177114147,30827,Finance,Finance Companies,
MPC,Marathon Petroleum Corporation Common Stock,$74.40,-2.26,-2.948%,42051844075,7872002,Energy,Integrated oil Companies,
MPLX,MPLX LP Common Units Representing Limited Partner Interests,$31.39,-0.69,-2.151%,31849162687,2557541,Energy,Oil & Gas Production,
MPV,Barings Participation Investors Common Stock,$13.3708,-0.2092,-1.541%,141753210,3276,Finance,Finance Companies,
MPW,Medical Properties Trust Inc. common stock,$20.07,0.08,0.40%,12039993000,4476497,Consumer Services,Real Estate Investment Trusts,
MPX,Marine Products Corporation Common Stock,$11.32,-0.14,-1.222%,386546066,5186,Consumer Non-Durables,Recreational Products/Toys,
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,$12.2199,-0.0801,-0.651%,275977949,22699,Finance,Investment Managers,
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,$13.65,-0.06,-0.438%,999506918,200321,Finance,Investment Managers,
MRC,MRC Global Inc. Common Stock,$11.46,-0.01,-0.087%,953477501,1185114,Capital Goods,Fluid Controls,
MRK,Merck & Company Inc. Common Stock (new),$78.64,0.86,1.106%,198780970776,11402176,Health Care,Biotechnology: Pharmaceutical Preparations,
MRO,Marathon Oil Corporation Common Stock,$21.65,-0.53,-2.39%,15821065779,25231257,Energy,Oil & Gas Production,
MS,Morgan Stanley Common Stock,$86.33,1.61,1.90%,153779584885,8671377,Finance,Investment Bankers/Brokers/Service,
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,$21.35,0.14,0.66%,,65593,,,
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,$26.54,0.14,0.53%,,28462,,,
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,$26.42,0.2,0.763%,,40023,,,
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),$26.42,0.03,0.114%,,136798,,,
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,$25.99,0.25,0.971%,,33483,,,
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,$23.26,-0.015,-0.064%,,21934,,,
MS^O,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.250% Non-Cumulative Preferred Stock Series O,$20.30,0,0.00%,,210803,,,
MSA,MSA Safety Incorporated Common Stock,$131.23,1.62,1.25%,5154310737,80851,Miscellaneous,Diversified Manufacture,
MSB,Mesabi Trust Common Stock,$25.60,-0.32,-1.235%,335872256,58396,Basic Industries,Steel/Iron Ore,
MSCI,MSCI Inc Common Stock,$470.94,13.61,2.976%,38272443753,471908,Technology,Advertising,
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,$7.54,0.01,0.133%,153715869,157077,Finance,Trusts Except Educational Religious and Charitable,
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),$169.67,1.47,0.874%,4109091983,61071,Consumer Services,Hotels/Resorts,
MSI,Motorola Solutions Inc. Common Stock,$224.73,5.98,2.734%,37801628571,1071001,Technology,Radio And Television Broadcasting And Communications Equipment,
MSM,MSC Industrial Direct Company Inc. Common Stock,$80.01,0.41,0.515%,4463813747,406445,Capital Goods,Industrial Machinery/Components,
MSP,Datto Holding Corp. Common Stock,$22.87,0.06,0.263%,3750655575,314499,Technology,Computer Software: Prepackaged Software,
MTB,M&T Bank Corporation Common Stock,$175.01,-0.19,-0.108%,22582325045,808837,Finance,Major Banks,
MTDR,Matador Resources Company Common Stock,$50.43,-0.48,-0.943%,5952947624,1639619,Energy,Oil & Gas Production,
MTG,MGIC Investment Corporation Common Stock,$13.99,0.13,0.938%,4415314510,3139946,Finance,Property-Casualty Insurers,
MTH,Meritage Homes Corporation Common Stock,$92.72,3.76,4.227%,3425156076,351493,Capital Goods,Homebuilding,
MTN,Vail Resorts Inc. Common Stock,$249.16,7.16,2.959%,10078823234,1135150,Consumer Services,Movies/Entertainment,
MTOR,Meritor Inc. Common Stock,$35.45,-0.02,-0.056%,2505046954,897989,Capital Goods,Auto Parts:O.E.M.,
MTR,Mesa Royalty Trust Common Stock,$9.00,0.01,0.111%,16772310,45982,Energy,Oil & Gas Production,
MTRN,Materion Corporation,$84.25,-0.19,-0.225%,1722763041,58208,,,
MTW,Manitowoc Company Inc. (The) Common Stock,$15.84,0.35,2.26%,555291032,201789,Capital Goods,Construction/Ag Equipment/Trucks,
MTX,Minerals Technologies Inc. Common Stock,$65.46,-0.01,-0.015%,2169518131,115705,Basic Industries,Major Chemicals,
MTZ,MasTec Inc. Common Stock,$82.91,0.06,0.072%,6336728141,651007,Basic Industries,Water Sewer Pipeline Comm & Power Line Construction,
MUA,Blackrock MuniAssets Fund Inc Common Stock,$12.59,-0.02,-0.159%,481267178,59173,Finance,Trusts Except Educational Religious and Charitable,
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,$13.33,-0.11,-0.818%,547082329,82529,Finance,Finance Companies,
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,$12.10,-0.07,-0.575%,272501184,26058,Finance,Trusts Except Educational Religious and Charitable,
MUI,BlackRock Municipal Income Fund Inc. Common Stock,$13.17,-0.09,-0.679%,504361823,79572,Finance,Trusts Except Educational Religious and Charitable,
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,$13.83,0.04,0.29%,416105547,27659,Finance,Trusts Except Educational Religious and Charitable,
MUR,Murphy Oil Corporation Common Stock,$36.53,-0.59,-1.589%,5643614824,2291765,Energy,Oil & Gas Production,
MUSA,Murphy USA Inc. Common Stock,$188.05,5.09,2.782%,4689075643,325313,Public Utilities,Natural Gas Distribution,
MVF,Blackrock MuniVest Fund Inc. Common Stock,$8.32,-0.16,-1.887%,539438607,156752,Finance,Finance/Investors Services,
MVO,MV Oil Trust Units of Beneficial Interests,$9.72,-0.08,-0.816%,111780000,179165,Energy,Oil & Gas Production,
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,$13.07,-0.3,-2.244%,279226970,59327,Finance,Trusts Except Educational Religious and Charitable,
MWA,MUELLER WATER PRODUCTS Common Stock,$12.54,0.36,2.956%,1967192674,1053835,Capital Goods,Office Equipment/Supplies/Services,
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,$8.85,0.1,1.143%,38941850,1633,Finance,Finance Companies,
MXF,Mexico Fund Inc. (The) Common Stock,$15.0306,0.0606,0.405%,225537520,71848,Finance,Trusts Except Educational Religious and Charitable,
MYC,Blackrock MuniYield California Fund Inc. Common Stock,$13.11,-0.05,-0.38%,280809566,42099,Finance,Trusts Except Educational Religious and Charitable,
MYD,Blackrock MuniYield Fund Inc.  Common Stock,$12.35,-0.13,-1.042%,579458233,95155,Finance,Trusts Except Educational Religious and Charitable,
MYE,Myers Industries Inc. Common Stock,$18.59,0.31,1.696%,674381176,161272,Capital Goods,Auto Parts:O.E.M.,
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,$12.60,-0.03,-0.238%,858698581,121935,Finance,Finance Companies,
MYJ,Blackrock MuniYield New Jersey Fund Inc Common Stock,$13.69,-0.02,-0.146%,330263269,18350,Finance,Finance Companies,
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,$11.94,-0.03,-0.251%,472663813,88979,Finance,Finance Companies,
MYOV,Myovant Sciences Ltd. Common Shares,$12.02,0.54,4.704%,1128736922,536546,Health Care,Biotechnology: Pharmaceutical Preparations,
NAC,Nuveen California Quality Municipal Income Fund,$13.035,-0.055,-0.42%,1886621494,375821,Finance,Investment Managers,
NAD,Nuveen Quality Municipal Income Fund Common Stock,$13.53,-0.02,-0.148%,3157964996,478665,Finance,Investment Managers,
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,$12.47,-0.04,-0.32%,384716110,64216,Finance,Investment Managers,
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,$13.45,-0.001,-0.007%,155783146,27364,Finance,Finance/Investors Services,
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,$18.96,0.0227,0.12%,539978411,84793,Finance,Finance Companies,
NBHC,National Bank Holdings Corporation Common Stock,$42.33,-0.32,-0.75%,1268164893,134166,Finance,Major Banks,
NC,NACCO Industries Inc. Common Stock,$30.58,0.49,1.628%,219661675,27335,,,
NCA,Nuveen California Municipal Value Fund,$9.41,0.16,1.73%,311548124,31369,Finance,Investment Managers,
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,$18.25,1.19,6.975%,7611823588,23532751,Transportation,Hotels/Resorts,
NCR,NCR Corporation Common Stock,$36.49,-0.38,-1.031%,4958991000,865332,Miscellaneous,Office Equipment/Supplies/Services,
NCV,Virtus AllianzGI Convertible & Income Fund Common Shares of Beneficial Interest,$4.57,0.01,0.219%,413007210,331762,Finance,Finance Companies,
NCV^A,Virtus AllianzGI Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,$25.09,0.03,0.12%,,2877,,,
NCZ,Virtus AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest,$4.03,0.03,0.75%,306746468,323890,Finance,Finance Companies,
NCZ^A,Virtus AllianzGI Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,$25.00,0.05,0.20%,,3913,,,
NDP,Tortoise Energy Independence Fund Inc. Common Stock,$26.41,-0.37,-1.382%,48752781,22019,Finance,Finance/Investors Services,
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,$13.15,-0.07,-0.53%,3932341705,501139,Finance,Finance/Investors Services,
NEE,NextEra Energy Inc. Common Stock,$81.98,2.7,3.406%,160905834936,9566662,Public Utilities,Electric Utilities: Central,
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,$25.36,0.09,0.356%,,72984,,,
NEE^O,NextEra Energy Inc. 4.872% Corporate Units,$59.91,1.75,3.009%,,472674,,,
NEE^P,NextEra Energy Inc. 5.279% Corporate Units,$51.10,1.25,2.508%,,76261,,,
NEE^Q,NextEra Energy Inc. 6.219% Corporate Units,$51.51,1.2934,2.576%,,145658,,,
NEM,Newmont Corporation,$73.37,-0.37,-0.502%,58149355127,9792158,Basic Industries,Precious Metals,
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,$79.91,1.28,1.628%,6708191105,312574,Public Utilities,Electric Utilities: Central,
NET,Cloudflare Inc. Class A Common Stock,$85.94,1.78,2.115%,27851123668,4475240,Technology,EDP Services,
NEU,NewMarket Corp Common Stock,$322.61,8.48,2.70%,3338155035,34625,Basic Industries,Major Chemicals,
NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest,$13.23,-0.12,-0.899%,330213047,44020,Finance,Trusts Except Educational Religious and Charitable,
NEWR,New Relic Inc. Common Stock,$58.77,0.96,1.661%,3889053444,815533,Technology,Computer Software: Prepackaged Software,
NEX,NexTier Oilfield Solutions Inc. Common Stock,$8.45,-0.19,-2.199%,2060065173,4824348,Energy,Oilfield Services/Equipment,
NFG,National Fuel Gas Company Common Stock,$66.31,1.55,2.393%,6063646402,556703,Energy,Oil & Gas Production,
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,$13.47,0.5,3.855%,1276977296,587041,Finance,Trusts Except Educational Religious and Charitable,
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,$2.11,-0.05,-2.315%,274266531,1169508,,,
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,$16.62,0.12,0.727%,,5411,,,
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,$16.98,0.1732,1.031%,,1789,,,
NGS,Natural Gas Services Group Inc. Common Stock,$11.71,-0.11,-0.931%,152683399,20693,Energy,Metal Fabrications,
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,$17.63,0.77,4.567%,399436246,113819,Consumer Services,Food Chains,
NHI,National Health Investors Inc. Common Stock,$56.82,-0.42,-0.734%,2605231035,278735,Consumer Services,Real Estate Investment Trusts,
NI,NiSource Inc Common Stock,$29.85,0.24,0.811%,12100742549,3237185,Public Utilities,Power Generation,
NI^B,NiSource Inc Depositary Shares representing 1/1000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1000th ownership interest in a share of Series B-1 Preferred Stock,$26.31,0.21,0.805%,,42803,,,
NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,$13.92,-0.08,-0.571%,653183040,81147,Finance,Finance Companies,
NIE,Virtus AllianzGI Equity & Convertible Income Fund Common Shares of Beneficial Interest,$24.66,0.43,1.775%,683303077,73143,Finance,Investment Managers,
NIM,Nuveen Select Maturities Municipal Fund Common Stock,$9.73,-0.05,-0.511%,121102013,11264,Finance,Trusts Except Educational Religious and Charitable,
NIMC,NiSource Inc Series A Corporate Units,$113.975,0.715,0.631%,0,1665,Public Utilities,Power Generation,
NINE,Nine Energy Service Inc. Common Stock,$3.27,0.1,3.155%,107436027,3128415,Energy,Oilfield Services/Equipment,
NJR,NewJersey Resources Corporation Common Stock,$43.43,-0.11,-0.253%,4171946689,272455,Public Utilities,Oil/Gas Transmission,
NKE,Nike Inc. Common Stock,$119.40,1.83,1.557%,188806655596,10430007,Consumer Non-Durables,Shoe Manufacturing,
NKG,Nuveen Georgia Quality Municipal Income Fund ,$11.64,-0.02,-0.172%,121053823,10836,Finance,Finance/Investors Services,
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,$13.53,-0.1,-0.734%,642950119,87309,Finance,Finance/Investors Services,
NL,NL Industries Inc. Common Stock,$6.39,-0.02,-0.312%,311849470,11240,Consumer Services,Diversified Commercial Services,
NLS,Nautilus Inc. Common Stock,$4.25,0.15,3.659%,132805267,329539,Consumer Non-Durables,Recreational Products/Toys,
NLY,Annaly Capital Management Inc Common Stock,$7.09,0.07,0.997%,10354001115,13946445,Consumer Services,Real Estate Investment Trusts,
NLY^F,Annaly Capital Management Inc 6.95% Series F,$23.41,0.21,0.905%,,47675,,,
NLY^G,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$22.53,0.21,0.941%,,26012,,,
NLY^I,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$24.27,0.3,1.252%,,14285,,,
NMI,Nuveen Municipal Income Fund Inc. Common Stock,$10.00,-0.03,-0.299%,100427120,24248,Finance,Trusts Except Educational Religious and Charitable,
NMK^B,Niagara Mohawk Holdings Inc. Preferred Stock,$98.65,0.8,0.818%,,914,,,
NMK^C,Niagara Mohawk Holdings Inc. Preferred Stock,$96.81,-2.69,-2.704%,,34,,,
NMS,Nuveen Minnesota Quality Municipal Income Fund ,$14.43,-0.32,-2.169%,83467550,7253,Finance,Finance Companies,
